item_number,location_no,size_id,value,loc_width,loc_depth,loc_height,case_width,case_length,case_height
104019,F1504-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,8.9,9.4,15.6
104019,F1604-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,8.9,9.4,15.6
107711,E0302-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,16.6,12.6,5.2
107711,E0513-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.6,12.6,5.2
107711,F0627-2-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,16.6,12.6,5.2
44284,F0211-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,16.3,14.4,5.4
44284,E1602-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.3,14.4,5.4
105267,F0929-4-1,140511,[New]A2(RSB5),40.00,48.00,48.00,22.0,15.3,6.5
105267,F0929-4-2,140511,[New]A2(RSB5),40.00,48.00,48.00,22.0,15.3,6.5
105267,F0828-4-1,140511,[New]A2(RSB5),40.00,48.00,48.00,22.0,15.3,6.5
105267,F0928-4-2,140511,[New]A2(RSB5),40.00,48.00,48.00,22.0,15.3,6.5
105267,F0830-3-2,140512,[New]A3(RSB5),40.00,48.00,42.00,22.0,15.3,6.5
105267,E0811-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,22.0,15.3,6.5
105267,E0811-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,22.0,15.3,6.5
105267,E0811-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,22.0,15.3,6.5
101906,F0503-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.7,12.5,6.6
101906,E0918-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.7,12.5,6.6
101906,F0207-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,18.7,12.5,6.6
101906,E0302-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.7,12.5,6.6
101906,F0715-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.7,12.5,6.6
102706,F0216-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,22.3,8.4,10.0
102706,E0913-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,22.3,8.4,10.0
106271,D0904-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,17.1,9.5
106271,C0812-1-6,140382,[New]H1(RSB1),15.00,30.00,12.00,12.0,17.1,9.5
77107,E0208-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.1,12.5,8.7
77107,F1013-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.1,12.5,8.7
77107,E0702-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.1,12.5,8.7
95661,D0308-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,0.0,0.0,0.0
95661,C0514-3-5,140160,[New]CF1(RSB1),15.00,96.00,18.00,0.0,0.0,0.0
2029933,C5108-1-2,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
95826,E1206-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.5,12.6,7.6
95826,F1310-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.5,12.6,7.6
97042,E1111-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,19.8,12.1,10.1
97042,F0402-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,19.8,12.1,10.1
97042,F1304-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,19.8,12.1,10.1
97042,F1008-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,19.8,12.1,10.1
97042,E0905-3-2,140483,[New]C3b(RSB1),45.00,30.00,18.00,19.8,12.1,10.1
104971,E0721-2-2,140477,[New]D3b(RSB1),45.00,24.00,12.00,16.5,12.5,7.7
104971,E0220-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.5,12.5,7.7
3582,F0521-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,9.2,14.0,20.1
3582,E1106-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,9.2,14.0,20.1
3582,E0312-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,9.2,14.0,20.1
3582,F1504-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,9.2,14.0,20.1
107806,E1203-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.8,20.7,8.5
604,D0716-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.3,12.6,9.1
604,D0621-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.3,12.6,9.1
604,C0510-1-1,140160,[New]CF1(RSB1),15.00,96.00,18.00,18.3,12.6,9.1
54635,C0516-3-3,140160,[New]CF1(RSB1),15.00,96.00,18.00,14.4,23.0,13.4
2102876,C0721-3-5,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
93888,F1203-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.7,11.1,10.2
93888,E0313-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.7,11.1,10.2
105638,F0415-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.8,12.1,8.3
105638,E0403-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.8,12.1,8.3
5148,C0512-1-1,140160,[New]CF1(RSB1),15.00,96.00,18.00,0.0,0.0,0.0
93907,F0303-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,19.8,11.9,4.9
93907,E1506-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,19.8,11.9,4.9
30551,F0217-5-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.0,12.3,8.8
30551,F0511-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.0,12.3,8.8
30551,E0319-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.0,12.3,8.8
37636,C0515-2-1,140160,[New]CF1(RSB1),15.00,96.00,18.00,15.3,7.8,3.2
53403,E0307-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.1,11.5,9.9
53403,F0617-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.1,11.5,9.9
101887,E0505-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.8,22.5,9.6
102988,F0515-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,17.5,11.4,11.8
102988,F0211-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.5,11.4,11.8
102988,F0520-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.5,11.4,11.8
102988,F0313-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.5,11.4,11.8
102988,E0417-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.5,11.4,11.8
102988,F0509-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.5,11.4,11.8
102988,F1109-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,17.5,11.4,11.8
102988,F0722-3-2,140463,[New]A1(RSB10),40.00,48.00,60.00,17.5,11.4,11.8
1704,C0502-1-2,140558,[New]Y2(RSB1),40.00,96.00,48.00,18.9,24.4,5.0
1704,D0308-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,24.4,5.0
90071,C0509-1-2,140160,[New]CF1(RSB1),15.00,96.00,18.00,21.3,14.6,8.8
90071,D1005-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,21.3,14.6,8.8
100994,F1204-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.7,20.4,6.8
100994,E0708-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,12.7,20.4,6.8
104756,F0909-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,20.1,10.9,7.1
104756,E0815-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,20.1,10.9,7.1
105748,F0209-5-1,140403,[New]A2(RSB10),40.00,48.00,48.00,9.6,11.4,15.6
105748,F0217-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,9.6,11.4,15.6
105748,E0407-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,9.6,11.4,15.6
105748,F0518-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,9.6,11.4,15.6
62483,F0511-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,13.6,10.1,7.9
62483,E0323-1-1,140221,[New]A2(RSB1),40.00,48.00,48.00,13.6,10.1,7.9
103610,E0304-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.5,8.5,8.0
106137,C0710-2-2,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
106137,D0523-3-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,0.0,0.0,0.0
48401,E0211-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,17.4,12.5,9.4
48401,F0230-2-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,17.4,12.5,9.4
48401,E1305-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,17.4,12.5,9.4
70369,F0311-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.8,12.4,7.1
70369,E0913-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.8,12.4,7.1
103039,E0304-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.5,16.7,6.6
104100,D1007-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,11.9,15.0,5.0
104100,D0813-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,11.9,15.0,5.0
104100,D1008-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,11.9,15.0,5.0
104100,C0511-2-1,140160,[New]CF1(RSB1),15.00,96.00,18.00,11.9,15.0,5.0
104100,D0522-2-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,11.9,15.0,5.0
26985,E0311-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.5,10.5,7.5
26985,F0618-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,19.5,10.5,7.5
11855,F1513-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,15.7,13.3,10.7
11855,F1307-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.7,13.3,10.7
11855,F1605-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.7,13.3,10.7
11855,F0116-5-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.7,13.3,10.7
11855,E0610-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.7,13.3,10.7
102414,D0318-1-1,140403,[New]A2(RSB10),40.00,48.00,48.00,0.0,0.0,0.0
44656,E1106-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,19.1,8.1,9.2
44656,F1408-2-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,19.1,8.1,9.2
44656,E1102-1-1,140483,[New]C3b(RSB1),45.00,30.00,18.00,19.1,8.1,9.2
44720,D0212-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,20.0,12.0
44720,D0212-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,20.0,12.0
54673,D0909-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.0,12.0,8.1
54673,C0621-3-1,33150,[New]E3(RSB1),20.00,30.00,20.00,16.0,12.0,8.1
40549,F0611-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,22.5,14.1,10.2
40549,E1012-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,22.5,14.1,10.2
105682,E1609-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.2,13.7,9.8
101319,E0415-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.8,10.2,5.0
101319,F0521-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.8,10.2,5.0
101319,E1304-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.8,10.2,5.0
2199001,C0822-2-4,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
95760,E0317-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,16.8,12.5,7.1
95760,E0813-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.8,12.5,7.1
98530,E0713-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.1,6.4,2.8
84912,C0810-4-3,140382,[New]H1(RSB1),15.00,30.00,12.00,15.8,9.8,2.9
101323,F0819-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.6,9.5,7.9
101323,F0220-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.6,9.5,7.9
101323,E1006-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,14.6,9.5,7.9
101323,F0912-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.6,9.5,7.9
101323,F0413-4-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.6,9.5,7.9
101323,F0918-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.6,9.5,7.9
36978,D0314-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.2,23.6,6.5
36978,C0509-2-2,140160,[New]CF1(RSB1),15.00,96.00,18.00,16.2,23.6,6.5
103395,F0219-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,22.1,8.3,10.5
103395,E0317-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,22.1,8.3,10.5
2189203,C0720-4-2,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
2194566,C0819-3-2,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
41020,D0318-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.5,19.5,12.0
41020,D0316-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.5,19.5,12.0
41020,D0318-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.5,19.5,12.0
41020,D0318-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.5,19.5,12.0
41020,D0318-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.5,19.5,12.0
41020,C1008-1-1,140221,[New]A2(RSB1),40.00,48.00,48.00,12.5,19.5,12.0
87543,E0715-1-1,140477,[New]D3b(RSB1),45.00,24.00,12.00,21.3,14.6,9.7
87543,E0312-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,21.3,14.6,9.7
87543,F0107-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,21.3,14.6,9.7
101265,C0513-1-2,140160,[New]CF1(RSB1),15.00,96.00,18.00,10.4,7.6,3.9
101265,D0522-4-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.4,7.6,3.9
101265,D0518-3-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,10.4,7.6,3.9
2025750,C5101-1-2,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
64334,E1302-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.8,15.9,10.8
87144,F0318-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.6,9.0,8.8
87144,E0303-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.6,9.0,8.8
87144,E1604-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.6,9.0,8.8
105799,F0304-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,10.8,9.5
105799,F0312-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,10.8,9.5
105799,E0315-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.1,10.8,9.5
2115927,C0719-4-1,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
96405,F0607-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.3,12.7,7.8
96405,E1102-3-2,140483,[New]C3b(RSB1),45.00,30.00,18.00,18.3,12.7,7.8
18165,E0809-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.4,12.0,9.7
18165,F0822-2-3,140463,[New]A1(RSB10),40.00,48.00,60.00,18.4,12.0,9.7
18165,F0522-2-2,140463,[New]A1(RSB10),40.00,48.00,60.00,18.4,12.0,9.7
18165,E0602-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.4,12.0,9.7
18165,E0608-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.4,12.0,9.7
32680,C9913-3-3,140538,[New]T-12(RSB1),17.00,21.00,20.00,14.4,23.0,13.4
32680,C9912-2-3,140538,[New]T-12(RSB1),17.00,21.00,20.00,14.4,23.0,13.4
80086,E0602-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,21.9,9.4,9.0
56209,C9902-1-1,140221,[New]A2(RSB1),40.00,48.00,48.00,23.1,15.5,6.5
56209,D9919-1-1,140463,[New]A1(RSB10),40.00,48.00,60.00,23.1,15.5,6.5
89294,E0220-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.6,12.9,9.4
89294,E0203-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.6,12.9,9.4
90584,E0820-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.9,14.2,7.7
90584,E0920-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,16.9,14.2,7.7
101371,F0619-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.3,13.7,8.3
101371,E1002-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.3,13.7,8.3
102305,F0521-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.9,12.1,5.8
102305,E0814-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,14.9,12.1,5.8
102305,F0728-2-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,14.9,12.1,5.8
5524,D0604-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,11.5,14.2,4.7
5524,C0623-1-2,33150,[New]E3(RSB1),20.00,30.00,20.00,11.5,14.2,4.7
5524,C0620-3-1,33150,[New]E3(RSB1),20.00,30.00,20.00,11.5,14.2,4.7
48517,C1006-1-1,140221,[New]A2(RSB1),40.00,48.00,48.00,14.4,23.0,13.4
90997,D1015-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,20.2,13.7,7.4
90997,D0808-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,20.2,13.7,7.4
90997,D0918-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,20.2,13.7,7.4
90997,C0813-1-3,140382,[New]H1(RSB1),15.00,30.00,12.00,20.2,13.7,7.4
101312,D0221-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,20.0,12.0
102133,E0321-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.5,13.8,9.7
102133,E1309-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,19.5,13.8,9.7
103305,F0109-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,8.0,5.8,7.7
103305,E0207-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,8.0,5.8,7.7
107362,E0617-4-2,140477,[New]D3b(RSB1),45.00,24.00,12.00,12.1,15.7,9.7
107362,F0108-4-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,12.1,15.7,9.7
107362,E0502-2-1,140483,[New]C3b(RSB1),45.00,30.00,18.00,12.1,15.7,9.7
85797,F0822-2-2,140463,[New]A1(RSB10),40.00,48.00,60.00,14.5,11.4,9.3
85797,E0712-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.5,11.4,9.3
106281,C0815-4-3,140382,[New]H1(RSB1),15.00,30.00,12.00,7.4,13.3,5.6
106281,D0518-3-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,7.4,13.3,5.6
3946,D1009-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.3,16.5,8.6
3946,C0711-4-5,140382,[New]H1(RSB1),15.00,30.00,12.00,14.3,16.5,8.6
3946,D1007-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,14.3,16.5,8.6
50464,D0216-1-1,140403,[New]A2(RSB10),40.00,48.00,48.00,0.0,0.0,0.0
106412,F0617-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,9.5,4.1,9.0
106412,E0717-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,9.5,4.1,9.0
11183,D0623-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.1,10.6,5.6
11183,C0513-3-6,140160,[New]CF1(RSB1),15.00,96.00,18.00,17.1,10.6,5.6
11183,D0524-3-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,17.1,10.6,5.6
79875,C0519-3-5,140160,[New]CF1(RSB1),15.00,96.00,18.00,8.2,15.6,6.9
79875,C0524-1-4,140160,[New]CF1(RSB1),15.00,96.00,18.00,8.2,15.6,6.9
2029234,C5105-1-3,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
106597,D0803-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,12.5,16.3,8.8
21299,E0520-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.4,12.8,10.4
21299,E0815-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.4,12.8,10.4
21299,E0717-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,17.4,12.8,10.4
106674,D0624-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,5.4,7.3,1.7
106674,C0508-1-4,140160,[New]CF1(RSB1),15.00,96.00,18.00,5.4,7.3,1.7
106674,C0507-2-5,140160,[New]CF1(RSB1),15.00,96.00,18.00,5.4,7.3,1.7
106674,C0518-1-2,140160,[New]CF1(RSB1),15.00,96.00,18.00,5.4,7.3,1.7
9644,F0816-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,13.3,11.0,7.0
9644,E0819-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.3,11.0,7.0
9644,E0819-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.3,11.0,7.0
9644,E0816-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.3,11.0,7.0
96224,F0317-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,17.4,11.9,3.4
96224,F0227-2-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,17.4,11.9,3.4
96224,E0708-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,17.4,11.9,3.4
57968,E1009-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.3,11.7,4.6
92651,E0305-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.9,7.2,5.7
92651,E0615-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,13.9,7.2,5.7
105725,F0812-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,19.8,16.0,8.6
105725,E0917-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.8,16.0,8.6
105725,E0910-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,19.8,16.0,8.6
105725,F0230-5-1,140564,[New]DC Stk RSB5,1.00,1.00,1.00,19.8,16.0,8.6
105725,F0424-3-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,19.8,16.0,8.6
105725,F0127-5-1,140564,[New]DC Stk RSB5,1.00,1.00,1.00,19.8,16.0,8.6
105725,F0229-5-1,140564,[New]DC Stk RSB5,1.00,1.00,1.00,19.8,16.0,8.6
105725,F0226-5-1,140564,[New]DC Stk RSB5,1.00,1.00,1.00,19.8,16.0,8.6
105725,F0227-5-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,19.8,16.0,8.6
106539,E1210-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.3,17.2,6.3
106651,E0509-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,12.6,16.3,8.6
28712,F0313-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.8,9.1,8.2
28712,E0910-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.8,9.1,8.2
28712,E1010-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.8,9.1,8.2
28712,E1012-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,16.8,9.1,8.2
28712,E0612-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.8,9.1,8.2
5816,F1506-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,15.1,15.3,7.7
5816,F0401-3-3,140403,[New]A2(RSB10),40.00,48.00,48.00,15.1,15.3,7.7
5816,F0706-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,15.1,15.3,7.7
5816,F0206-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.1,15.3,7.7
5816,F0119-1-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.1,15.3,7.7
5816,F0903-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.1,15.3,7.7
37132,C0804-1-2,140221,[New]A2(RSB1),40.00,48.00,48.00,10.0,15.7,6.0
37132,C0624-3-1,33150,[New]E3(RSB1),20.00,30.00,20.00,10.0,15.7,6.0
37132,C0620-2-3,33150,[New]E3(RSB1),20.00,30.00,20.00,10.0,15.7,6.0
9728,D9912-1-1,140463,[New]A1(RSB10),40.00,48.00,60.00,15.5,23.2,9.4
9728,C9913-1-1,140538,[New]T-12(RSB1),17.00,21.00,20.00,15.5,23.2,9.4
105264,E0918-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.9,10.2,10.6
96150,E0705-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.8,11.6,4.0
103621,F0818-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,11.0,8.5,14.7
103621,E0504-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,11.0,8.5,14.7
103621,F0917-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,11.0,8.5,14.7
83006,D9810-1-1,140496,[New]A1(RSB6),40.00,48.00,60.00,0.0,0.0,0.0
83006,D9922-1-1,140463,[New]A1(RSB10),40.00,48.00,60.00,0.0,0.0,0.0
92675,F0408-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.8,13.4,7.8
92675,E1509-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,17.8,13.4,7.8
103981,E0406-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.7,9.2,5.1
2139049,C0716-4-2,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
2155009,C0718-3-4,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
19019,F0419-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,12.8,6.8,23.5
19019,E0614-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,12.8,6.8,23.5
105623,F0315-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,11.2,7.7
105623,F0910-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,11.2,7.7
105623,F0707-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.1,11.2,7.7
105623,F0413-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,16.1,11.2,7.7
105623,E0406-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.1,11.2,7.7
105623,F0217-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,16.1,11.2,7.7
105623,F0509-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,16.1,11.2,7.7
105623,F0317-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,16.1,11.2,7.7
96676,C0913-1-3,140212,[New]B1(RSB1),20.00,48.00,48.00,12.0,18.0,12.0
70332,F0313-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.5,12.0,6.7
